name,score,comment,date,city,score1
拐子流星锤,4.0,这是一部神奇的电影纵然处处有好莱坞套路但仍掩盖不住一种喷薄而出的革命年代的激情这种境界往往只出现在毛主席诗词里正是神都有事时五洲震荡风雷激铜铁炉中翻火焰已是悬崖百丈冰天欲堕赖以拄其间为有牺牲多壮志敢教日月换新天一万年太久只争朝夕雄关漫道真如铁而今迈步从头越萧瑟秋风今又是换了人间问苍茫大地谁主沉浮姆们姆们姆们,2019-02-09,济宁市,推荐
哈利·波菜,3.0,流浪地球确实是一部完成度相对较高的华语科幻电影抛开故事表演之外它的技术细节还是有提升空间它关键场景的音乐甚至可以说的上是直接抄袭音乐从配器构思发展甚至旋律线都一样可以用木耳精确到黑暗骑士崛起地心引力钢铁之躯和星际穿越这些经典科幻作品的某些具体场景音乐但这些被抄袭的音乐从创作上来讲除了情绪上的匹配所有的客观写作思路都是不符合流浪地球的使用场景的所以从音乐角度上我对这部被誉为华语科幻元年的代表作品表示遗憾,2019-02-07,武汉市,还行
格俐玛,4.0,灾难公路片最惊艳的部分点燃木星推动地球这种坐地日行八万里的想象力让人想起毛泽东诗词大刘确实继承了年代的思想遗产他的集体主义信念与当下中国的个人主义原子化生存发生了冲突因此争论焦点并不是什么舍生取义或中国家庭观而是基于中国当代史的断裂女中学生的独白太尬,2019-02-12,北京,推荐
paracelsus,1.0,有中国特色的科幻片大概是一部科幻片能达到的最失败的境界另外基本没表现出大刘科幻作品的优点缺点倒是暴露无遗,2019-02-08,上海,很差
goarale,2.0,情节和逻辑说不通的地方太多了对话基本靠吼最可怕的是个人情绪决定世界命运我可不想把命交到这些人手中,2019-02-06,,较差
丧彪,2.0,原著流浪计划的设定特别好可以支撑一个电影系列吧可惜电影编剧不但没有让这个设定有足够的细化和延展那些土法炼钢的情节关键时刻拿人性情感搪塞的办法既反科学又反幻想甚至在精神上是反原著的虽然电影真的并不战狼但中国的科幻元年碰上了战狼时代自然在商业上火花四溅可是看了这篇文章科幻元年的悲壮感就顿时烟消云散工业上算合格吧但最后一场戏王磊和韩朵朵在备用电梯发生了什么连镜头都没有是明显的剪辑事故或许创作者确实非常不容易面对差评当然会有委屈可是既然你们选择了空手套战狼分得了粉红经济的红利就理应承担这样的舆论风险吧,2019-02-11,西安市,较差
书鬼,,剧作对情感处理尬得人浑身不舒服剪辑混乱剧情生硬部分角色可有可无整场下来电影院有开着手机外放看视频的有打王者农药的场景诡谲不如原著不如原著不如原著,2019-02-08,北京,--
丹鲨,5.0,谁都知道其实并没到满分水准可我们终于拍出一部合格科幻大片那就果断五星促发展求更多,2019-02-06,,力荐
肚脐好甜喔💫,2.0,好难看真的好难看引起全身不适的难看多一星给屈楚萧屈楚萧的颜真的很可以泪点完全没有感受到因为强硬设定的泪点会很假人物性格扁平动机奇怪每个人都很假大空最后来了一段学生作文朗读对着全世界呼唤爱有一种林妙可给我一样鸡皮疙瘩真的不能因为什么中国第一部科幻电影啥啥的蒙蔽双眼好多粗糙场景地下城城乡结合部要的就是土,2019-02-07,,较差
aolitttttttt,3.0,感觉是灾难片不是科幻片科幻内容比较少,2019-02-13,北京,还行
贺兰迈克,5.0,第一让吴京上感情戏确实太勉强然而你说集体主义情怀毒奶可以说家庭纠纷格局狭隘可以说伪硬科剧情走向忽软忽硬也可以说演技掉线煽情尴尬也成但这玩意你叫太空战狼太空戏一共不到分钟就太空战狼了你们看电影了吗讲个笑话同样把原著改的面目全非火星救援能这片子却还好意思说不能因为国产就放低标准双标党歧视中国电影的嘴脸还能再道貌岸然点不,2019-02-08,锦州市,力荐
神的奈川冲浪里,4.0,有很多的不足但确实大大超出预期于是这就成了一部我想把这些不足按下不表的电影流浪地球这个名字和意象还挺浪漫的看完让人很怜爱我们的地球,2019-02-06,,推荐
老狗,4.0,除开那些略显拖沓的套路言情剧情此片无论是主题意旨格局概念逻辑细节还是场景美术特效这种末世大灾难人类存亡宇宙史诗般的磅礴想象力说是国产科幻新的里程碑一点也不为过,2019-02-07,上海,推荐
Virgil,3.0,过年了决定宽容点主要是我对科幻作品没有任何预期也就谈不上符不符合预期什么的了没有爱情戏使人通体舒爽,2019-02-05,,还行
西凉虫,2.0,特效确实里程碑式的科幻作品但这个故事除了流浪地球这个设定跟原著一样其他都是原创了一看就是闯关打怪的设定一些配角你瞄一眼就知道谁要被套路牺牲了我真的很反感这种过度煽情台词都很差很愚蠢女主最后鼓动增援的发言真的炸毫无感染力如果以好莱坞标准出品的电影这电影十分的话也最多六分了,2019-02-05,,较差
wlx09405101,5.0,说这片子不完美有缺点剧情上有年轻演员表演上还很稚嫩我都认同但是打一星的很明显已经不是因为这些原因了如果你对于一部电影在看之前就决定了去打一星那么评分又有什么意义,2019-02-05,,力荐
sunfield,3.0,燃是够燃了但是不够硬譬如说为色摸全球科学家推算成功率为的方案主角们拍两下脑袋就能成功了为色摸留空间站还是救地球的取舍可以由一个人做决定为色摸连地面自动驾驶都不能实现的时代空间站可以交给控制不要告诉我这只是为了致敬库布里克嗯这也许是中国近十年来最好的科幻电影但是还远不足以还原大刘的故事啊,2019-02-05,上海,还行
殇潮|Enigma,3.0,三星半所有技能点都加在视觉上了吧,2019-02-06,杭州市,还行
H2O.,5.0,帅炸了啊不过这么好的题材这么好的故事这么好的视觉他妹选个啥啊一说话就出戏,2019-02-07,重庆市,力荐
魏晓波,2.0,所有说明性的信息都要通过人说出来这也太低端了看到一个什么东西马上让人说一下这是个什么什么多高多长遇到一个什么危险找人说前面是什么危险人物之间的关系也都是我不用你关心我这种对白假如这些都能原谅圆球方向盘是怎么回事能用吗还什么科幻元年硬核荒谬,2019-02-09,长沙市,较差
Alan,2.0,如果这部电影成为中国科幻电影所谓的新纪元那么中国科幻电影真的是前路渺茫,2019-02-08,上海,较差
T.V.Zoe ி,4.0,觉得出乎意料的是音乐做的也还不错有致敬经典的味道是诚恳的视觉效果整体质感很好可惜我最讨厌声画不对位差还是差在演技和喊口号吧,2019-02-07,上海,推荐
陈长囧,5.0,我觉得和刘慈欣没啥关系了他才不这么主旋律呢但是还是挺好看了宇宙部分特效挺好的地面略网游动画风可能太难做了很多惊险场面依靠剪辑没有把最紧张的部分拍好但不容易了鼓励一下,2019-02-09,齐齐哈尔市,力荐
斯  琰,3.0,色香味都的年节大菜但吃到最后觉得油盐太重既腻又齁产业意义高于其他所有价值在这一点上与它并提的的确应该是药神京味重到无法忽视的地步而这个角色到最后又还真是非他莫属的感觉飞上太空战狼依旧是战狼家国永驻心间一己之躯逆天改命,2019-02-07,长沙市,还行
Lirwe,5.0,只有中国人会想到带着家一起走,2019-02-05,北京,力荐
陆冠均,5.0,中国科幻元年是指我们可以从这里开始,2019-02-07,杭州市,力荐
momoko酱,4.0,几乎不看的我跟着原著粉看美滋滋全程卧槽国产硬核就是初中生卖惨广播太尬了,2019-02-08,,推荐
岩井俊七,3.0,荒诞科幻灾难动作片静候天体物理学家忍不住跳出来改当影评人专业吐槽对国产片和对自家小孩一样无条件溺爱无助于他的真正进步与成长试问哪个影迷会不希望国产电影扬眉吐气没有的借鉴致敬多有缺点有不足本来都好说都不是大问题但若功利性目的性过强失去一部电影的真心这比失去它的艺术技术更糟糕只会令人尬意连连编剧把什么都往大里说怕是对电影的影像世界的恢弘壮阔的定义有什么误解,2019-02-05,上海,还行
阅微草堂,5.0,一个人拯救世界那是年少轻狂前赴后继的组团救世界那才是成年人干的事,2019-02-06,南京市,力荐
如小果,5.0,在上一部号称中国科幻元年的电影蒸发太平洋把我吓得不轻以后看到这部的宣传着实让我十分警惕没想到在美国电影界已经集体拯救过世界以后中国电影界终于可以自己拯救世界了,2019-02-07,北京,力荐
RS,2.0,似乎很多人的给星点都在于原作太空场景的具像化然而这片内核和原作完全相反原作中联邦为了文明延续的希望坚守了信念本片为了临时拍脑袋的理论上不可能完成的任务毁掉可能性高的而且看上去是唯一的保存计划说到底并没有真正在乎文明延不延续其实另外一条路也可以就是无论人类灭不灭都无所谓因为人类文明消失对宇宙根本不算个事儿但片子也不是这个思路啊另外太空漫游都在看着你看了全频道阻塞发现某些我原来理解扭曲原作的地方其实不是扭曲是我对大刘的认识不够了补一颗星,2019-02-07,,较差
王嚎狛,1.0,许多人好像分不太清楚值得鼓励与实际质量根本没有一丝一毫的关系流浪地球值得鼓励值得渴望作者电影也能得到主流市场认可的下一代电影人们的鼓励值得渴望有好作品可以看的观众群体的鼓励也值得有心做好中国电影市场的制片人电影厂投资人的鼓励但是我们的更广大的观众们需要明白的是这些所有的值得鼓励跟流浪地球这部电影好不好没有一丁点关系事实就是这部除了愚蠢到令人瞠目结舌的表演和台词混乱不堪的剪辑模糊且毫无必要的人物角色塑造及其近乎全无的逻辑关系是自己原创的之外其余所有制作呈现环节都来自于我们大言不惭地自以为已经赶上甚至超过的西方科幻片的电影是一部不折不扣的商业烂片清醒一点吧,2019-02-11,重庆市,很差
希夷子,4.0,比较像加料加量版的钢铁苍穹救援镜头太多太晃了有点眼晕快结束的时候我在想一个童年生活在消费社会下的人进入流浪地球模式后的感受大概类似于出生在清末的中国人当你觉得情况已经很坏的时候它还可以更坏微笑,2019-02-10,南京市,推荐
元首特价大酬宾,3.0,毁灭吧赶紧的累了不想听你们看星星看爸爸了,2019-02-09,南京市,还行
SleepWalker,4.0,是灾难片也是科幻片二者并不矛盾而且还真不是国版星际穿越更像前者与后天的混合它确实是带着自己的使命来的并且存在的意义必然大于它作为电影贡献的价值人物行为有点不合逻辑剪辑和配音也看得捉急但叙事脉络还算清晰末世场景的呈现也算恢宏父子情的铺垫不够所以即使最后都煽成那样了带给我的冲击还是不如吴孟达那里大屈楚萧的表演简直灾难现场甚至不如隋好好跟赵今麦取取经吧,2019-02-05,北京,推荐
马掰掰,3.0,工业制作水准真的还不错特效场面非常宏伟但仅仅只是视觉上很爽这种宏大叙事依然是老旧的老旧体现在观念上比如角色塑造人物扁平缺乏复杂性情感表达生硬细节刻意英雄是刻板的英雄制作的工业水准可以用钱实现情感的东西却很难吴京开着空间站准备引爆的过程没有半点挣扎起码要更悲壮更无可奈何一些这种两难时刻空间站上运载着火种那么多条人命为了实现地球推进准备牺牲电影居然仅仅停留在父子之间的生离死别这种煽情很吓人宏大叙事不仅仅是场面宏大更是宏大的命运与超越的生命体验这也是科幻电影会让人觉得无比浪漫的原因当然如果这仅仅是中国科幻电影的开篇那我们为什么不继续抱有期待,2019-02-12,上海,还行
513tattoo,1.0,这就是中国媒体盛赞的中国硬科幻开山之作主角兄妹尤其哥哥的人物塑造非常糟糕台词差性格讨人厌所有角色脸谱化废戏简直太多了一个中国军人自作主张的引爆装载着地球文明全部火种的空间站去协助执行一个一开始被以色列评估成功几率为的计划然后突然就又成功了这种中国式英雄主义比美国的好不到哪儿去除了特效其他负分,2019-02-10,长沙市,很差
PomBom,3.0,视效可以节奏不行人物也单薄了点但是最让人惊喜的是诸多细节硬且自然,2019-02-06,上海,还行
三千岁,2.0,伪科幻烂情节太空的构想至少在物理的层面欠推敲高度虚假的集体幻想被具体安放在了一家三代人身上布景凌乱缺乏想象力的平庸作品拯救地球的宏大使命与虚伪的集体荣誉感不谋而合赌的是当下漂浮的心态如此看来地球剧组赢了表达上面最终落地于世俗的价值观普世的情怀显然是东方式的伦理语境客套的剧情推移显然是对科幻的玩笑凌驾于任何现实情境上面的臆想都应值得尊重而然流浪地球的异端无法安放来自每一个个体纯洁的幻想流浪是个好名字可惜了我只看到放荡,2019-02-11,银川市,较差
王强尼乐百事,2.0,全片就很尬剧情发展和突然的煽情整个尬到最后人物设定也很奇怪全片找不到任何一个爆满的人物科学设定多的数不过来,2019-02-08,杭州市,较差
色烈芬_,4.0,意义重大又精彩有余一打破了广电之前不允许出现毁坏国内地标性建筑场景的框架冰封的上海岩浆的杭州有种破坏的美感二如此高质量的特效和爆棚想象力转向发射器啊地下城啊等这史无前例的硬实力足以出手去硬碰好莱坞三没有流量小生在不被看好的情况下靠一个配角吴京拿出钱来投资这啪啪啪打脸某些投资商有点爽如果可以把朵朵广播以及刘培强对联合政府说的两段话再组织下语言再煽情一点就更好了你们可以留意了一下开头龙标下方的数字流浪地球是广电年过审的第一场电影在主打欢乐轻松搞笑的春节档广电让它成为了第一不言而喻不言而喻啊各位,2019-02-08,中山市,推荐
编号223,3.0,来凑凑热评大年初一看的流浪地球中国制造的科幻大片值得一赞基本上完整地讲述了整个故事大框架没有什么的硬伤科幻特效有一定国际水准了不足的是人物刻画浅薄了演技尴尬很多画面细节剪辑显潦草过渡粗糙过于抒情的配音也让人跳戏,2019-02-06,北京,还行
陈四泥,3.0,我身上有一个叫我可以的小本子看完这部片子以后上面添上了屈楚萧的名字,2019-02-07,,还行
嚴圖,5.0,理性社会可能导向威权独裁尊重人权意志容易陷入沉湎和内耗这本不是吃或不吃美女可以折射答案的永恒博弈我觉得刘在用着部电影做澄清若是社交媒体上现在污名化的他理性上应该果决让太空站逃逸不冒任何风险偏偏感情用事终于顺应了人性的贞洁被误解是表达者之宿命语言的回合往往自带恶意好在流浪地球呈现出了做选择的更完整语境把反正都要死了这句我们轻描淡写的口头禅变得切身也把背负人类存续使命的轻易化为最后一分钟营救的稻草,2019-02-05,北京,力荐
MAOXINXIN,1.0,是因为国产烂片太多了吗特效稍微做得好一点就被说的很好看全程感觉就是演技不够特效来凑没有剧情没有演技全程很尬一分给特效男主演的像智障吴孟达死的时候那段养女剧情感觉很突兀看的想睡觉,2019-02-08,杭州市,很差
寇寇谋,1.0,集合了所有中国式的恶心去你妈的,2019-02-11,杭州市,很差
bibabo,5.0,泪流满面国产类型影片的劈叉,2019-02-05,上海,力荐
桃子,2.0,霍这样的片子都能评出分来镜头交代得特别不清楚该提的节奏也没提起来姜文说的对我们的镜头数跟国外电影差得远其实队人马的平行剪辑或者加上地下城那群可以讲得挺漂亮怎么成现在这样儿了就是抄好莱坞结构也不至于啊天假啊春节第一天啊明显是投机这个档期煽情点呢死两个长辈也指向春节档女性角色就更不用说了嗯没错少女哭哭啼啼救地球看完电影只记得李一一,2019-02-08,北京,较差
基基,4.0,比我想象中好诶但木星也太可怜了吧木星不要过年的吗救救木星,2019-02-06,北京,推荐
突然粉碎,4.0,枯辽国产科幻大片再也不是笑话了借一把火种点燃地球人的希望是我能想到最硬核最深沉的父爱没有人类就没有文明感谢大刘架构的成熟的宇宙观春节十二响走一个,2019-01-28,北京,推荐
Sue,2.0,顶锅盖两星全给特效确实不错值得表扬另外剧情薄弱演技尴尬不合时宜的煽情还有特别烦那种浮夸到不行的集体高潮式的燃这毛病真得改改,2019-02-06,南通市,较差
解意,4.0,朋友们谁能比我更傻逼去年我因为要写那个几把硕论没去给屈楚萧当家教今天看完流浪地球有了剧情滤镜觉得他超帅的我哭晕在厕所人生就是不断的错失良机假装拿起手边的烟抽了一口,2019-02-05,西安市,推荐
金社长,1.0,这是灾难片还是科幻片请问各位分清楚了吗还有咱这技术是在进步但咱这人类思想怎么还是原地踏步啊拯救地球几个中国小孩儿就能行那个一一技术男大学毕业了吗他所有的破解就全靠灵机一动就可以有解决办法这压根没有说服力啊拯救地球那么大的事儿看来美国真的不如咱这次倒没他们啥事儿了太空战狼搞盲目文化自信你们真的够了我就想不明白了咱号称华夏五千年文明古国的同志为什么个个都那么小气容不了别人不同的意见呢这尼玛跟文革噪反派有区别吗差就是差我心中他就只值一颗星,2019-02-11,北京,很差
方枪枪,3.0,,2019-02-08,上海,还行
扰乱,2.0,不会讲故事导致逻辑也乱七八糟也不会拍电影堆积堆积堆积堆积毫无节制全都是空的大型审美疲劳刻奇好在主旋律没那么强但是也够鸡贼很多偷学的地方但是也学得不好好在硬条件上够强,2019-02-05,长沙市,较差
深夜的阿斯伯格,4.0,期待刹车时代十几年暴雨黄昏的美景很期待十分期待但是没有就是灾难片而且还是董存瑞邱少云的那种科幻片应该和文艺片一样与商业片划清界限,2019-02-05,,推荐
陈灼,4.0,个人感觉是三星半到四星优点和意义什么的就不说了电影本身的缺点比较明显前半段节奏很快有点凌乱救援队的一批人没有什么背景交代就窜上来直接刚主线地面上的远景镜头特效一般特别是看到很多运输车跑的那些镜头有点假太空站的桥段整体不错但那个电脑的存在感有点尴尬父子戏值得肯定吴京这一边更好一些地下城很一般除了表现灾难以及是个可以回去的家之外对社会结构的变化可能性没任何触及有些台词读出来不像是电影里的话不像是正常人说的话旁边陪女朋友看的大男孩哭了加半星吧悉尼乔治街的影院基本满座,2019-02-07,,推荐
聆雨子,4.0,我们民族的文化传统里既缺乏科技理性也缺乏幻想感性却要拍摄属于自己的科幻题材最大的胜机和辨识度就在于能否植入某种属于东方的美学和哲学比如永恒的乡愁比如死亡与重生的辩证关系比如对土地和家园的眷恋和依赖当然在大部分叙事细节上它依然表现得非常美式这倒也构成了它抓人的部分无论是普通人拯救世界的设定还是对倒计时营救的操练或者是解决宇宙危机的同时解决父子关系危机的大小情节嵌套把地球的自救时刻定在中国的春节一如二十年前好莱坞把地球的反击时刻定在美国的独立日,2019-02-05,杭州市,推荐
做梦的猫,3.0,借句别人的评论董存瑞炸碉堡之太空版,2019-02-06,上海,还行
周眠,4.0,星支持很多场面已经有一种愿望达成的感觉中国拍出了拿出去也不丢人的科幻电影只是很多时候并不是那种完了完了并且扣人心弦的感觉而是完了完了并且很吵且有一点点无聊有燃料而缺引擎它在熊熊燃烧,2019-02-05,杭州市,推荐
麻绳,3.0,台词尴尬吴京演技尴尬特效看上去宏大却显得空洞廉价没有细节叙事在完成任务而已打动人的只是设定本身具有的悲壮感,2019-02-15,北京,还行
白,4.0,大刘我们来啦,2019-02-06,成都市,推荐
摩诃曼珠沙华,3.0,还是战狼的风格一个人扛起了整部戏就如同我期待能看到一部红海行动实际拍了部战狼小说里磅礴大气的种族自救让给了个人英雄主义三星给特效科幻也是讲故事剧情还是偏弱其实开始孩子就加入救援就好了没必要搞个离家出走,2019-02-05,广州市,还行
懒得懒了,5.0,谢谢豆瓣点映有机会提前看到这部片子看的过程中满心都是卧槽牛逼来回切换的状态真的没想到中国科幻可以拍得这么好能看出来主创们的用心不知道他么知道不知道自己已经载入了中国科幻电影的史册希望中国的科幻片越来越好另外也衷心希望那些吴京长吴京短的人能闭嘴没有他的投资和帮助不知道要再等多久才能见到这部片子作为中国电影观众应该对他说声谢谢鄙视他瞧不起他的你也没多优秀到哪里去只是键盘侠而已,2019-01-28,北京,力荐
氢气小球,4.0,我妹在片尾看到特别鸣谢问我这是真事儿,2019-02-05,,推荐
饥饿艺术家,3.0,刘老师真的挺喜欢在关键时刻让女性做救世主的参考三体里的大叶文洁老师诚然我们战狼吴京老师关键时刻也牺牲了小我可是还带着稚嫩声音的初中女生韩小姐才是在关键时刻向全世界进行广播的那一个有头有脸儿另外刘启和韩朵朵的关系内核其实是爱情哎,2019-02-08,上海,还行
Toddler,1.0,看了综合剧本镜头表演特效也就二星半的水平按照我平时习惯若有一个点特别傻逼减一星粗略发现两个特别傻逼点减二星剩半星我心软善良四舍五入给一星而且这么反刘慈欣的剧情这么兄妹情深爷孙互爱宇宙不冷酷木星一点就着生存不艰难地下住着还舞龙连个文傻捣乱蚁民恐慌胡闹都没有为什么你们刘慈欣粉反而不喷你们这些粉丝真的读过刘慈欣吗,2019-02-07,,很差
梦魇马戏团,5.0,台词节奏处理还有点上个世纪的蠢笨除此之外没有问题依然依靠刘慈欣中国科幻触碰到国际水平更值得注意的是价值观的新探索中国战狼不行那就国际主义战狼太空战狼重启黄金时代科幻的人文主义虽是融合而非创造也不啻为某东方国家的新价值观破局方式致英特纳雄奈尔,2019-02-05,南京市,力荐
clytze,5.0,中国科幻电影有希望了老泪纵横啊就是演的太像演的了两个小孩的戏还有姥爷的配音有点出戏但是冰会化成水未来会好的,2019-02-07,北京,力荐
光明小卖部🎱,4.0,让人类永远保持理智绝对是奢望,2019-02-10,,推荐
Messi,1.0,,2019-02-06,北京,很差
林||我们谈什么都像谈死！,3.0,感觉和大刘的核心思想不太符合啊大刘感觉是个厌恶虚伪人类的作家片中却赋予了人类勇敢奉献大爱的正面形象没有人的文明毫无疑义而且拯救人类完全没美国啥事只有我们和俄罗斯顶多再来点法韩日还是希望能看到星际穿越那种跨越很多年的科幻本片导演可能没什么野心,2019-02-05,成都市,还行
近似无限透明的蓝色,2.0,抛开特效场景流浪地球的剧本还剩下些什么情感逻辑人设处处都一塌糊涂过多冗长的情节只是为了煽情做铺垫中国电影欠缺的真的是好莱坞工业级别特效制作水准和华丽炫目的视觉效果吗张艺谋陈凯歌的前车之鉴里我们从来都不缺面子缺的是里子缺的是把一个故事说得吸引人的能力否则把银河系都流浪完依旧是变形金刚系列节节败退的结果中国的科幻元年想起李毅大帝的语录我护球很像亨利,2019-02-07,广州市,较差
肖恩恩恩恩肖,4.0,目测春节档最后赢家,2019-02-05,上海,推荐
gwei,3.0,吧以资鼓励硬伤亮点都有够嗨前半截太拖沓啰嗦到了苏拉威西之后感觉才上道韩朵朵戏份挺重但表现一般那段广播太没感染力了然后各救援队突兀的掉头特效还可以故事一般镜头太多太短眼睛都累最后分钟才是真科幻大片立体观感太差了直接只弄版最好了,2019-01-28,北京,还行
rockyao1986,5.0,这么多年头次看到电审故字号的片真不白给吴京沙滩上穿的夹克是从马修那借来了,2019-02-06,北京,力荐
小田切梨,2.0,其实科幻片和灾难片的概念都是伪命题都不是什么严格的硬要说的话可以有三个评判层次外部冲突事件的驱动力和节奏感极端情境下社会运行机制的展示以及科幻世界观流浪地球当然都是硬伤但它亟需解决的还不是科幻类型问题而是工业时代的问题基本的叙事能力,2019-02-11,成都市,较差
舟行芳菲,5.0,这么说吧作为刷过近部高分科幻电影的科幻狂热粉我觉得自己客观评价一部科幻电影的能力还是有的因为只是点映所以分享一篇前辈的影评自己就简单点说一句流浪地球非常好看不买票绝对后悔好莱坞工业的合格产品中国特色科幻电影的排头兵超出几乎现场所有影评人和观众甚至刘慈欣本人的预期看哭不是说说而已春节档预售第一名我当然押宝疯狂的外星人但是流浪地球注定会在我的观影记录里留下浓墨重彩的一笔,2019-02-05,北京,力荐
mulder,3.0,恐怕从到都谈不上勉强从到吧技术上的问题相比于情绪的操控简单多了其实包括配乐模仿星际穿越这种我都无所谓这些本来就都无所谓只想说拍的真的太没精神了看看两部大概能体会到这种尺度的故事情绪调动好了是什么感觉只写以上内容有点不准确加一句剧组的诚意能打一百分这我是看得到的就这样努力下去吧我会一直买单的,2019-02-05,,还行
影沫,5.0,我的天呐我的天呐我的天呐刚在电影院看完真真是惊呆了这画面和特效技术简直牛逼光这一点就足以称为中国科幻片划时代之作了,2019-02-06,,力荐
阿稚,4.0,一个足够真诚的开端比肩好莱坞也能三星起评完结于火种计划我可能还会加星希望不要就此成为五年内的国产同类型巅峰,2019-02-05,,推荐
fushia,,看之前我觉得刘慈欣的小说写得不好看完了我觉得相比电影他小说写得很好了电影完全没能超越小说啊宇宙观和日月星辰的描写部分原著里其实本身就很气势恢宏了特效虽然不错但没有文字有想象力人物的部分这些并不知道自己在干嘛以及想干嘛的人还不如原著里那些的人呢相比过度的强行煽情我情愿选择原著里的冷淡,2019-02-08,北京,--
viennavirus,4.0,视听是毫无疑问地足以竖起标杆了台词实在不好年轻演员表演极单薄故事以及推进方式也简陋倒是忠实还原了刘慈欣对于备战备荒战天斗地式集体主义宏伟景观的偏好很中国的科幻叙事甚至连那个也不外如是总之拍完这么一部电影确凿是一件不容易的事情也的确是个好的开始,2019-02-11,北京,推荐
舒农,3.0,以为是地球被放逐天际穿越小行星带躲避外星人的宇宙漂流结果是后天微乎其微的星际穿越元素杂到杂烩台词傻到傻眼基本上是你要什么我给你什么到你觉得这片子好看为止能及格的原因也无非是在科幻沼泽里开荒角色们换上白皮电影也就是独立日的水平,2019-01-30,北京,还行
Enjolras,5.0,不是硬科幻但是成熟的商业片不谈科幻哲思不能与太空漫游和星际穿越相比该谈工业水准和娱乐性至少是超过独立日的水准吴京的个人言论不代表片子狼化中国人拍电影中国人当主角无可厚非片中也没有高喊口号歌功颂德,2019-02-07,广州市,力荐
狸买猫,1.0,一分给特效这部电影就像中国的大城市华丽恢弘没有灵魂的高级废墟,2019-02-08,,很差
Sprite,1.0,犯我地球者虽远必诛,2019-02-06,,很差
陆小包,5.0,故事的三大矛盾人与人斗人与环境斗人与自己斗其中人与环境斗是最难写的因为它天然地需要人物牺牲人性不然没法和本就没有人性的环境斗争而没有人性在任何故事中都是最容易被攻击之处我挺喜欢这个电影的没有感动哭但它确实让我感受到了血肉之躯的局限和渺小全人类殊死一搏换来的是一丝侥幸的可能这太可笑又太强大了另外把宇宙星球当玩具本来就挺浪漫的呀因为人类跳不高所以发明了火箭耗费大量人力物力造出来的火箭放在宇宙中还是不堪一击但这个想法为了这个想法而去做这些可笑又没啥大用的事情的人们就挺可爱的,2019-02-11,上海,力荐
更深的白色,4.0,有几场戏不知道是镜头不够还是剪辑太仓促最基本的叙事交待没做清楚科幻质感上地下城也太糊弄事了一点但其他无论是设定还是视觉都超出预期剧本写的也不错情感核心很好无论是故事还是整体作为科幻类型片的质量都让人感动,2019-02-05,,推荐
真难啊qmz,5.0,既然没看都能给差评那我没看给好评也不过分,2019-02-11,,力荐
spencer,5.0,去看之前特别忐忑生怕不能打星看完松了一口气可以理直气壮给星真好,2019-02-06,北京,力荐
U 兔,3.0,感觉这不是一部科幻片完全是灾难片的拍法啊没有什么理智各种煽情全是大场面不断制造险情让主角去冒险营造的社会科技水平不匹配没有什么科幻精神在如果这样想来那么场面和特效是在及格线以上的完全不思考地跟着看感觉很好故事和台词真是一如既往地幼稚和尴尬对剧情毫无推动性也没能塑造人物个性也是不出意外的所以毫不失望前半段剪辑非常差节奏仓促生拉硬赶镜头琐碎很多东西看不清楚可惜了这么多的设计羡慕郭帆这么年轻就能运作这样大手笔的电影不过有时也在想这样几乎全靠后期的影片导演在里面的作用和创作比重有多少呢依然对后面几部有期待的总要有个起点希望能越来越好,2019-02-19,济南市,还行
Panda的阴影,4.0,第一次大年初一在影院看电影作为难得的国产科幻大片特效虽存在美中不足之处但却超乎预期的满意原来是维塔工作室参与制作的反倒故事让我有些失望在脱离太阳没有光照冰天雪地的流浪地球里哪来那么多的食物和氧气养活亿人口诸如此类剧情漏洞还有刻意笑点尴尬台词等多得破坏影片的代入感另外观影过程中时常联想起星际穿越火星救援地心引力后天机器人总动员等好莱坞电影而刘培强为对抗人工智能出空间站后那一段戏的配乐穿越至虽然自己是四星推荐但豆瓣条目首页一二三星的短评却蛮多让我有同感的中国好些真人电影都存在嘴型对不上台词的现象感觉动画电影台词对上嘴型更加艰难了片尾曲带着地球去流浪后没想到还有一首夜空中最亮的星,2019-02-05,泉州市,推荐
加肥猫,4.0,整体挺好就是小男孩让我有点出戏咦这不曹云金嘛他怎么会牺牲自己拯救地球他没这境界啊,2019-02-07,青岛市,推荐
小狮,4.0,理智来说分合适感性综合来说分没毛病,2019-02-08,北京,推荐
老美,3.0,借用一句别人的评论本来想看星际穿越的效果最后发现故事讲的还不如战狼在三星里面电影鼓励一下有星道具星吧演员的表演还不如企业年会的表演整个故事也比较单薄但是丰富度比原著要好三星以资鼓励,2019-02-15,北京,还行
lo-end鸟师傅,3.0,所以你们管这个叫硬科幻当成倒是挺带感,2019-02-06,深圳市,还行
脑后有杀气,5.0,把地球带走不觉得很浪漫吗,2019-02-05,杭州市,力荐
代号273,5.0,看完以后中国科幻电影元年不元年中国科幻有没有希望这种谁还在乎仅说电影已经完全值得吹爆看完激动心情完全难以平复这就是想要的科幻电影,2019-02-05,北京,力荐
